order_id,total_amount,pay_amount,province,order_create_time,pay_time,refund_amount,order_date,order_status
74,69.0,69.0,重庆,2020-02-20 23:26:07,2020-02-20 23:26:50,0.0,2020-02-20,已支付订单
75,119.0,0.0,浙江省,2020-02-20 23:25:53,2020-02-20 23:26:03,119.0,2020-02-20,退款订单
76,389.0,389.0,四川省,2020-02-20 23:25:14,2020-02-20 23:25:36,0.0,2020-02-20,已支付订单
77,119.0,119.0,北京,2020-02-20 23:24:01,2020-02-20 23:24:15,0.0,2020-02-20,已支付订单
78,641.7,641.7,上海,2020-02-20 23:23:56,2020-02-20 23:24:05,0.0,2020-02-20,已支付订单
79,102.0,32.0,天津,2020-02-20 23:23:27,2020-02-20 23:23:43,70.0,2020-02-20,退款订单
80,37.0,0.0,广东省,2020-02-20 23:23:11,,0.0,2020-02-20,未支付订单
81,178.8,178.8,四川省,2020-02-20 23:23:10,2020-02-20 23:25:45,0.0,2020-02-20,已支付订单
82,178.8,0.0,天津,2020-02-20 23:22:54,2020-02-20 23:22:58,178.8,2020-02-20,退款订单
83,119.0,119.0,北京,2020-02-20 23:22:47,2020-02-20 23:22:53,0.0,2020-02-20,已支付订单
84,37.0,37.0,北京,2020-02-20 23:22:31,2020-02-20 23:22:37,0.0,2020-02-20,已支付订单
85,37.0,0.0,天津,2020-02-20 23:22:23,2020-02-20 23:48:11,37.0,2020-02-20,退款订单
86,183.0,183.0,江西省,2020-02-20 23:22:16,2020-02-20 23:22:23,0.0,2020-02-20,已支付订单
87,227.0,227.0,吉林省,2020-02-20 23:22:12,2020-02-20 23:22:20,0.0,2020-02-20,已支付订单
88,119.0,119.0,北京,2020-02-20 23:22:06,2020-02-20 23:22:20,0.0,2020-02-20,已支付订单
89,540.6,540.6,广东省,2020-02-20 23:21:18,2020-02-20 23:21:25,0.0,2020-02-20,已支付订单
90,183.0,183.0,江苏省,2020-02-20 23:20:36,2020-02-20 23:20:45,0.0,2020-02-20,已支付订单
91,274.8,274.8,山西省,2020-02-20 23:20:25,2020-02-20 23:20:34,0.0,2020-02-20,已支付订单
92,96.8,0.0,吉林省,2020-02-20 23:19:45,2020-02-20 23:19:55,96.8,2020-02-20,退款订单
93,34.9,0.0,广东省,2020-02-20 23:19:29,,0.0,2020-02-20,未支付订单
94,64.8,64.8,贵州省,2020-02-20 23:19:02,2020-02-20 23:19:08,0.0,2020-02-20,已支付订单
95,69.0,69.0,北京,2020-02-20 23:18:56,2020-02-20 23:19:05,0.0,2020-02-20,已支付订单
96,37.0,0.0,北京,2020-02-20 23:18:40,2020-02-20 23:19:17,37.0,2020-02-20,退款订单
97,215.0,215.0,江苏省,2020-02-20 23:18:40,2020-02-20 23:18:51,0.0,2020-02-20,已支付订单
98,69.0,69.0,河北省,2020-02-20 23:18:24,2020-02-20 23:18:30,0.0,2020-02-20,已支付订单
99,53.0,53.0,江苏省,2020-02-20 23:18:10,2020-02-20 23:18:17,0.0,2020-02-20,已支付订单
100,37.0,0.0,北京,2020-02-20 23:18:01,2020-02-20 23:18:26,37.0,2020-02-20,退款订单
101,165.5,165.5,四川省,2020-02-20 23:17:04,2020-02-20 23:17:16,0.0,2020-02-20,已支付订单
102,69.0,69.0,北京,2020-02-20 23:16:28,2020-02-20 23:16:48,0.0,2020-02-20,已支付订单
103,69.0,69.0,辽宁省,2020-02-20 23:16:12,2020-02-20 23:16:19,0.0,2020-02-20,已支付订单
104,195.0,195.0,福建省,2020-02-20 23:16:05,2020-02-20 23:16:15,0.0,2020-02-20,已支付订单
105,85.0,85.0,江苏省,2020-02-20 23:15:52,2020-02-20 23:15:58,0.0,2020-02-20,已支付订单
106,119.0,119.0,北京,2020-02-20 23:15:41,2020-02-20 23:15:47,0.0,2020-02-20,已支付订单
107,102.0,0.0,天津,2020-02-20 23:15:23,2020-02-20 23:15:35,102.0,2020-02-20,退款订单
108,128.0,0.0,吉林省,2020-02-20 23:14:38,,0.0,2020-02-20,未支付订单
109,50.9,50.9,江苏省,2020-02-20 23:14:25,2020-02-20 23:15:02,0.0,2020-02-20,已支付订单
110,119.0,0.0,江苏省,2020-02-20 23:14:09,2020-02-20 23:14:16,119.0,2020-02-20,退款订单
111,66.9,66.9,河南省,2020-02-20 23:13:44,2020-02-20 23:13:49,0.0,2020-02-20,已支付订单
112,238.0,238.0,天津,2020-02-20 23:13:26,2020-02-20 23:13:35,0.0,2020-02-20,已支付订单
113,119.0,119.0,广东省,2020-02-20 23:13:05,2020-02-20 23:13:08,0.0,2020-02-20,已支付订单
114,37.0,37.0,四川省,2020-02-20 23:12:02,2020-02-20 23:12:06,0.0,2020-02-20,已支付订单
115,64.8,64.8,山东省,2020-02-20 23:11:34,2020-02-20 23:11:39,0.0,2020-02-20,已支付订单
116,37.0,0.0,浙江省,2020-02-20 23:10:06,2020-02-20 23:10:12,37.0,2020-02-20,退款订单
117,37.0,0.0,上海,2020-02-20 23:09:18,2020-02-20 23:09:28,37.0,2020-02-20,退款订单
118,119.0,0.0,黑龙江省,2020-02-20 23:09:02,,0.0,2020-02-20,未支付订单
119,299.9,299.9,广东省,2020-02-20 23:08:50,2020-02-20 23:08:57,0.0,2020-02-20,已支付订单
120,64.8,64.8,福建省,2020-02-20 23:07:16,2020-02-20 23:07:21,0.0,2020-02-20,已支付订单
121,135.0,135.0,浙江省,2020-02-20 23:07:15,2020-02-20 23:07:34,0.0,2020-02-20,已支付订单
122,34.9,0.0,山东省,2020-02-20 23:07:07,2020-02-20 23:07:39,34.9,2020-02-20,退款订单
123,238.0,238.0,上海,2020-02-20 23:07:06,2020-02-20 23:07:20,0.0,2020-02-20,已支付订单
124,34.9,34.9,云南省,2020-02-20 23:06:20,2020-02-20 23:06:29,0.0,2020-02-20,已支付订单
125,128.0,128.0,广东省,2020-02-20 23:06:11,2020-02-21 00:12:36,0.0,2020-02-20,已支付订单
126,69.0,69.0,北京,2020-02-20 23:05:08,2020-02-20 23:05:12,0.0,2020-02-20,已支付订单
127,37.0,37.0,天津,2020-02-20 23:04:15,2020-02-20 23:04:22,0.0,2020-02-20,已支付订单
128,37.0,37.0,四川省,2020-02-20 23:04:06,2020-02-20 23:04:24,0.0,2020-02-20,已支付订单
129,37.0,37.0,山东省,2020-02-20 23:03:58,2020-02-20 23:04:36,0.0,2020-02-20,已支付订单
130,21.0,21.0,云南省,2020-02-20 23:03:28,2020-02-20 23:06:20,0.0,2020-02-20,已支付订单
131,267.9,0.0,天津,2020-02-20 23:02:44,2020-02-20 23:02:54,267.9,2020-02-20,退款订单
132,119.0,119.0,陕西省,2020-02-20 23:00:33,2020-02-20 23:00:52,0.0,2020-02-20,已支付订单
133,183.0,0.0,北京,2020-02-20 23:00:31,2020-02-20 23:00:38,183.0,2020-02-20,退款订单
134,148.9,148.9,天津,2020-02-20 22:59:34,2020-02-20 22:59:49,0.0,2020-02-20,已支付订单
135,119.0,119.0,四川省,2020-02-20 22:59:00,2020-02-20 22:59:04,0.0,2020-02-20,已支付订单
136,34.9,34.9,安徽省,2020-02-20 22:58:52,2020-02-20 22:59:01,0.0,2020-02-20,已支付订单
137,302.0,302.0,浙江省,2020-02-20 22:58:18,2020-02-20 22:58:23,0.0,2020-02-20,已支付订单
138,160.0,160.0,江苏省,2020-02-20 22:57:30,2020-02-20 22:57:38,0.0,2020-02-20,已支付订单
139,148.9,148.9,江苏省,2020-02-20 22:56:49,2020-02-20 22:57:00,0.0,2020-02-20,已支付订单
140,119.0,0.0,上海,2020-02-20 22:55:51,,0.0,2020-02-20,未支付订单
141,64.8,64.8,天津,2020-02-20 22:55:09,2020-02-20 22:57:20,0.0,2020-02-20,已支付订单
142,183.0,0.0,北京,2020-02-20 22:54:42,2020-02-20 22:54:46,183.0,2020-02-20,退款订单
143,21.0,0.0,江苏省,2020-02-20 22:54:34,2020-02-20 22:54:53,21.0,2020-02-20,退款订单
144,37.0,0.0,江苏省,2020-02-20 22:54:16,,0.0,2020-02-20,未支付订单
145,66.9,66.9,上海,2020-02-20 22:53:56,2020-02-20 22:54:02,0.0,2020-02-20,已支付订单
146,119.0,119.0,湖南省,2020-02-20 22:51:44,2020-02-20 22:51:47,0.0,2020-02-20,已支付订单
147,119.0,0.0,北京,2020-02-20 22:51:15,2020-02-20 22:51:20,119.0,2020-02-20,退款订单
148,66.9,5.0,北京,2020-02-20 22:51:10,2020-02-20 22:51:22,61.9,2020-02-20,退款订单
149,276.0,276.0,北京,2020-02-20 22:50:14,2020-02-20 22:50:17,0.0,2020-02-20,已支付订单
150,37.0,37.0,云南省,2020-02-20 22:49:38,2020-02-20 22:49:42,0.0,2020-02-20,已支付订单
151,66.9,0.0,北京,2020-02-20 22:49:28,2020-02-20 22:49:48,66.9,2020-02-20,退款订单
152,114.0,114.0,天津,2020-02-20 22:48:13,2020-02-20 22:48:20,0.0,2020-02-20,已支付订单
153,195.0,195.0,上海,2020-02-20 22:47:16,2020-02-20 22:47:30,0.0,2020-02-20,已支付订单
154,119.0,119.0,北京,2020-02-20 22:46:59,2020-02-20 22:47:06,0.0,2020-02-20,已支付订单
155,34.9,0.0,湖南省,2020-02-20 22:46:50,,0.0,2020-02-20,未支付订单
156,119.0,0.0,广东省,2020-02-20 22:46:33,,0.0,2020-02-20,未支付订单
157,53.0,53.0,吉林省,2020-02-20 22:45:59,2020-02-20 22:46:07,0.0,2020-02-20,已支付订单
158,98.9,98.9,上海,2020-02-20 22:45:51,2020-02-20 22:46:19,0.0,2020-02-20,已支付订单
159,119.0,119.0,湖南省,2020-02-20 22:45:09,2020-02-20 22:47:10,0.0,2020-02-20,已支付订单
160,69.0,69.0,上海,2020-02-20 22:44:44,2020-02-20 22:44:49,0.0,2020-02-20,已支付订单
161,34.9,34.9,天津,2020-02-20 22:43:26,2020-02-20 22:43:34,0.0,2020-02-20,已支付订单
162,72.9,72.9,内蒙古自治区,2020-02-20 22:42:36,2020-02-20 22:42:42,0.0,2020-02-20,已支付订单
163,69.0,0.0,北京,2020-02-20 22:42:26,2020-02-20 22:42:30,69.0,2020-02-20,退款订单
164,64.8,64.8,广东省,2020-02-20 22:41:34,2020-02-21 10:58:57,0.0,2020-02-20,已支付订单
165,476.6,476.6,浙江省,2020-02-20 22:41:31,2020-02-21 00:24:30,0.0,2020-02-20,已支付订单
166,183.0,183.0,上海,2020-02-20 22:41:06,2020-02-20 22:41:17,0.0,2020-02-20,已支付订单
167,155.8,0.0,山东省,2020-02-20 22:40:20,2020-02-20 22:40:23,155.8,2020-02-20,退款订单
168,119.0,119.0,上海,2020-02-20 22:39:47,2020-02-20 22:39:54,0.0,2020-02-20,已支付订单
169,66.9,66.9,天津,2020-02-20 22:39:14,2020-02-20 22:39:17,0.0,2020-02-20,已支付订单
170,69.0,69.0,四川省,2020-02-20 22:38:33,2020-02-21 12:31:06,0.0,2020-02-20,已支付订单
171,69.0,69.0,河南省,2020-02-20 22:37:14,2020-02-20 22:37:17,0.0,2020-02-20,已支付订单
172,108.0,108.0,云南省,2020-02-20 22:36:48,2020-02-20 22:36:58,0.0,2020-02-20,已支付订单
173,34.9,34.9,安徽省,2020-02-20 22:36:31,2020-02-20 22:36:37,0.0,2020-02-20,已支付订单
174,152.0,152.0,北京,2020-02-20 22:36:16,2020-02-20 22:36:23,0.0,2020-02-20,已支付订单
175,224.0,0.0,山东省,2020-02-20 22:35:27,,0.0,2020-02-20,未支付订单
176,119.0,119.0,广东省,2020-02-20 22:35:26,2020-02-20 22:35:58,0.0,2020-02-20,已支付订单
177,72.9,0.0,天津,2020-02-20 22:35:19,2020-02-20 22:36:35,72.9,2020-02-20,退款订单
178,96.8,0.0,浙江省,2020-02-20 22:35:09,,0.0,2020-02-20,未支付订单
179,119.0,119.0,云南省,2020-02-20 22:34:29,2020-02-20 22:34:39,0.0,2020-02-20,已支付订单
180,151.0,151.0,上海,2020-02-20 22:34:12,2020-02-20 22:34:16,0.0,2020-02-20,已支付订单
181,165.7,165.7,吉林省,2020-02-20 22:34:09,2020-02-20 22:34:16,0.0,2020-02-20,已支付订单
182,37.0,0.0,江苏省,2020-02-20 22:32:57,2020-02-20 22:33:05,37.0,2020-02-20,退款订单
183,37.0,0.0,浙江省,2020-02-20 22:32:52,,0.0,2020-02-20,未支付订单
184,72.9,0.0,天津,2020-02-20 22:32:35,,0.0,2020-02-20,未支付订单
185,59.0,59.0,河南省,2020-02-20 22:32:20,2020-02-20 22:32:28,0.0,2020-02-20,已支付订单
186,178.8,0.0,北京,2020-02-20 22:32:02,2020-02-20 22:32:07,178.8,2020-02-20,退款订单
187,270.0,0.0,北京,2020-02-20 22:31:30,2020-02-20 22:31:35,270.0,2020-02-20,退款订单
188,69.0,69.0,江苏省,2020-02-20 22:31:00,2020-02-20 22:31:10,0.0,2020-02-20,已支付订单
189,178.8,178.8,重庆,2020-02-20 22:30:55,2020-02-20 22:31:07,0.0,2020-02-20,已支付订单
190,34.9,0.0,重庆,2020-02-20 22:30:03,,0.0,2020-02-20,未支付订单
191,119.0,119.0,江苏省,2020-02-20 22:30:02,2020-02-20 22:30:24,0.0,2020-02-20,已支付订单
192,119.0,119.0,浙江省,2020-02-20 22:29:57,2020-02-20 22:30:10,0.0,2020-02-20,已支付订单
193,37.0,37.0,浙江省,2020-02-20 22:29:57,2020-02-20 22:30:10,0.0,2020-02-20,已支付订单
194,64.8,64.8,重庆,2020-02-20 22:29:49,2020-02-20 22:29:58,0.0,2020-02-20,已支付订单
195,180.9,180.9,陕西省,2020-02-20 22:29:13,2020-02-20 22:29:20,0.0,2020-02-20,已支付订单
196,119.0,119.0,江苏省,2020-02-20 22:28:39,2020-02-20 22:28:48,0.0,2020-02-20,已支付订单
197,238.0,238.0,辽宁省,2020-02-20 22:28:15,2020-02-20 22:28:50,0.0,2020-02-20,已支付订单
198,34.9,0.0,重庆,2020-02-20 22:28:05,,0.0,2020-02-20,未支付订单
199,119.0,119.0,云南省,2020-02-20 22:27:51,2020-02-20 22:27:56,0.0,2020-02-20,已支付订单
200,119.0,0.0,湖北省,2020-02-20 22:27:48,2020-02-20 22:27:51,119.0,2020-02-20,退款订单
201,66.9,66.9,福建省,2020-02-20 22:27:37,2020-02-20 22:27:41,0.0,2020-02-20,已支付订单
202,37.0,37.0,湖南省,2020-02-20 22:27:26,2020-02-20 22:31:06,0.0,2020-02-20,已支付订单
203,81.0,81.0,北京,2020-02-20 22:27:21,2020-02-20 22:27:25,0.0,2020-02-20,已支付订单
204,180.9,0.0,浙江省,2020-02-20 22:27:09,2020-02-20 22:37:24,180.9,2020-02-20,退款订单
205,94.7,94.7,北京,2020-02-20 22:27:07,2020-02-20 22:27:28,0.0,2020-02-20,已支付订单
206,43.0,0.0,安徽省,2020-02-20 22:26:44,,0.0,2020-02-20,未支付订单
207,101.0,101.0,广东省,2020-02-20 22:26:44,2020-02-21 02:25:33,0.0,2020-02-20,已支付订单
208,37.0,37.0,云南省,2020-02-20 22:26:22,2020-02-20 22:26:27,0.0,2020-02-20,已支付订单
209,34.9,34.9,江苏省,2020-02-20 22:25:59,2020-02-20 22:26:35,0.0,2020-02-20,已支付订单
210,101.0,101.0,云南省,2020-02-20 22:25:42,2020-02-20 22:26:01,0.0,2020-02-20,已支付订单
211,34.9,0.0,湖南省,2020-02-20 22:25:29,2020-02-20 22:25:40,34.9,2020-02-20,退款订单
212,183.0,183.0,北京,2020-02-20 22:25:18,2020-02-20 22:26:14,0.0,2020-02-20,已支付订单
213,238.0,238.0,四川省,2020-02-20 22:25:11,2020-02-20 22:25:22,0.0,2020-02-20,已支付订单
214,43.0,43.0,安徽省,2020-02-20 22:24:42,2020-02-20 22:24:50,0.0,2020-02-20,已支付订单
215,121.7,0.0,山东省,2020-02-20 22:24:37,2020-02-20 22:24:40,121.7,2020-02-20,退款订单
216,208.7,208.7,天津,2020-02-20 22:23:49,2020-02-20 22:23:56,0.0,2020-02-20,已支付订单
217,183.0,0.0,北京,2020-02-20 22:23:42,,0.0,2020-02-20,未支付订单
218,64.8,64.8,北京,2020-02-20 22:23:20,2020-02-20 22:23:25,0.0,2020-02-20,已支付订单
219,141.9,0.0,内蒙古自治区,2020-02-20 22:22:59,2020-02-20 22:23:07,141.9,2020-02-20,退款订单
220,69.0,69.0,天津,2020-02-20 22:22:19,2020-02-20 22:22:26,0.0,2020-02-20,已支付订单
221,75.0,75.0,辽宁省,2020-02-20 22:22:14,2020-02-20 22:23:16,0.0,2020-02-20,已支付订单
222,43.0,0.0,湖北省,2020-02-20 22:20:35,2020-02-20 22:21:02,43.0,2020-02-20,退款订单
223,327.7,327.7,浙江省,2020-02-20 22:20:26,2020-02-20 22:28:12,0.0,2020-02-20,已支付订单
224,334.0,302.0,江苏省,2020-02-20 22:19:56,2020-02-20 22:20:08,32.0,2020-02-20,退款订单
225,453.0,453.0,四川省,2020-02-20 22:19:53,2020-02-20 22:19:58,0.0,2020-02-20,已支付订单
226,119.6,119.6,上海,2020-02-20 22:19:44,2020-02-20 22:19:58,0.0,2020-02-20,已支付订单
227,50.9,0.0,河北省,2020-02-20 22:19:39,,0.0,2020-02-20,未支付订单
228,148.9,148.9,福建省,2020-02-20 22:19:14,2020-02-20 22:19:22,0.0,2020-02-20,已支付订单
229,34.9,34.9,四川省,2020-02-20 22:19:11,2020-02-20 22:19:14,0.0,2020-02-20,已支付订单
230,69.0,69.0,山东省,2020-02-20 22:18:58,2020-02-20 22:19:05,0.0,2020-02-20,已支付订单
231,37.0,37.0,海南省,2020-02-20 22:18:52,2020-02-20 22:19:18,0.0,2020-02-20,已支付订单
232,270.0,0.0,重庆,2020-02-20 22:17:39,2020-02-20 22:17:50,270.0,2020-02-20,退款订单
233,34.9,0.0,山东省,2020-02-20 22:16:59,2020-02-20 22:17:02,34.9,2020-02-20,退款订单
234,119.0,0.0,江苏省,2020-02-20 22:16:30,2020-02-20 22:16:34,119.0,2020-02-20,退款订单
235,69.0,69.0,湖南省,2020-02-20 22:16:17,2020-02-20 22:16:21,0.0,2020-02-20,已支付订单
236,64.8,0.0,山东省,2020-02-20 22:15:42,2020-02-20 22:15:51,64.8,2020-02-20,退款订单
237,238.0,238.0,河北省,2020-02-20 22:15:36,2020-02-20 22:15:43,0.0,2020-02-20,已支付订单
238,102.8,102.8,江苏省,2020-02-20 22:14:41,2020-02-20 22:14:47,0.0,2020-02-20,已支付订单
239,43.0,43.0,浙江省,2020-02-20 22:14:39,2020-02-20 22:14:46,0.0,2020-02-20,已支付订单
240,43.0,0.0,浙江省,2020-02-20 22:14:19,,0.0,2020-02-20,未支付订单
241,34.9,0.0,重庆,2020-02-20 22:13:27,,0.0,2020-02-20,未支付订单
242,247.0,247.0,四川省,2020-02-20 22:13:17,2020-02-20 22:13:28,0.0,2020-02-20,已支付订单
243,238.0,0.0,江苏省,2020-02-20 22:12:57,2020-02-20 22:13:09,238.0,2020-02-20,退款订单
244,119.0,119.0,安徽省,2020-02-20 22:12:37,2020-02-20 22:12:42,0.0,2020-02-20,已支付订单
245,119.0,119.0,陕西省,2020-02-20 22:12:36,2020-02-20 22:12:42,0.0,2020-02-20,已支付订单
246,43.0,0.0,安徽省,2020-02-20 22:11:41,,0.0,2020-02-20,未支付订单
247,37.0,0.0,山东省,2020-02-20 22:11:40,,0.0,2020-02-20,未支付订单
248,119.0,119.0,江苏省,2020-02-20 22:11:38,2020-02-20 22:11:43,0.0,2020-02-20,已支付订单
249,37.0,5.0,河北省,2020-02-20 22:10:36,2020-02-20 22:10:50,32.0,2020-02-20,退款订单
250,69.0,69.0,吉林省,2020-02-20 22:10:22,2020-02-20 22:10:27,0.0,2020-02-20,已支付订单
